Incident ID,Incident Date,State,City Or County,Killed,Injured,Latitude,Longitude,Month,Year
1412243,1-Jun-19,Illinois,Chicago,0,4,41.88194,-87.62778,Jun,2019
1411963,1-Jun-19,Georgia,Atlanta,0,5,33.755,-84.39,Jun,2019
1412430,1-Jun-19,Georgia,Macon,2,4,32.83472,-83.65167,Jun,2019
1410442,31-May-19,Virginia,Virginia Beach,13,4,36.8529,-75.978,May,2019
1411661,31-May-19,California,West Covina,1,3,34.05667,-117.91861,May,2019
1410329,30-May-19,Illinois,Robbins,0,5,41.64306,-87.70806,May,2019
1408289,29-May-19,Texas,Cleveland,3,2,30.345,-95.08361,May,2019
1409255,29-May-19,Louisiana,Reserve,1,3,30.0625,-90.55333,May,2019
1407941,27-May-19,Missouri,Saint Louis,2,2,38.627,-90.1994,May,2019
1406330,27-May-19,District of Columbia,Washington,0,5,38.9072,-77.0369,May,2019
1407189,27-May-19,New Jersey,Trenton,1,5,40.223748,-74.764001,May,2019
1405445,26-May-19,District of Columbia,Washington,1,3,38.9072,-77.0369,May,2019
1405749,26-May-19,Virginia,La Crosse,0,5,36.69722,-78.09222,May,2019
1406070,26-May-19,California,Stockton,1,3,37.97556,-121.30083,May,2019
1404417,25-May-19,New Jersey,Trenton,0,9,40.223748,-74.764001,May,2019
1404580,25-May-19,Michigan,Detroit,3,2,42.33139,-83.04583,May,2019
1405196,25-May-19,Virginia,Chesapeake,1,9,37.5214,-76.6122,May,2019
1405317,25-May-19,Maryland,Baltimore,0,4,39.283,-76.617,May,2019
1405221,25-May-19,Oklahoma,Oklahoma City,0,5,35.46861,-97.52139,May,2019
1400095,20-May-19,Oklahoma,Tulsa,2,2,36.13139,-95.93722,May,2019
1400146,20-May-19,Louisiana,Alexandria,1,4,31.29278,-92.45917,May,2019
1400561,20-May-19,Ohio,Columbus,0,4,39.96222,-83.00056,May,2019
1399820,19-May-19,Oregon,Portland,0,5,45.52,-122.68194,May,2019
1399017,18-May-19,Mississippi,Cascilla,1,4,33.856701,-90.004204,May,2019
1398553,18-May-19,Alabama,Atmore,1,8,31.02306,-87.49194,May,2019
1398584,18-May-19,Iowa,Cedar Rapids,2,2,41.98306,-91.66861,May,2019
1398538,18-May-19,Indiana,Muncie,1,6,40.19333,-85.38806,May,2019
1398593,18-May-19,California,Long Beach,1,4,33.76833,-118.19556,May,2019
1400934,18-May-19,Nebraska,Omaha,0,4,41.25,-96,May,2019
1399346,18-May-19,North Carolina,Winston Salem (Winston-salem),2,4,36.1027639,-80.2604917,May,2019
1398876,17-May-19,California,Sacramento,1,3,38.58167,-121.49444,May,2019
1397521,16-May-19,Ohio,Cleveland,0,4,41.48222,-81.66972,May,2019
1396491,15-May-19,Louisiana,Saint Rose,0,4,29.96056,-90.31306,May,2019
1395560,14-May-19,California,Los Angeles,0,4,34.05,-118.25,May,2019
1393960,13-May-19,Louisiana,New Orleans,0,4,29.95,-90.08,May,2019
1394330,13-May-19,Missouri,Saint Louis,4,1,38.627,-90.1994,May,2019
1392923,11-May-19,Pennsylvania,Effort,0,4,40.93917,-75.435,May,2019
1391971,10-May-19,Pennsylvania,Philadelphia,0,5,39.95278,-75.16361,May,2019
1392313,10-May-19,Missouri,Saint Louis,0,6,38.627,-90.1994,May,2019
1390764,8-May-19,Indiana,Indianapolis,0,4,39.76861,-86.15806,May,2019
1389220,7-May-19,Colorado,Littleton (Highlands Ranch),1,8,39.59972,-105.01083,May,2019
1386962,5-May-19,New Jersey,North Bergen,1,4,40.794175,-74.02496,May,2019
1387170,5-May-19,California,Oceano,0,6,35.10278,-120.61139,May,2019
1386510,4-May-19,Missouri,Saint Louis,1,4,38.627,-90.1994,May,2019
1386929,4-May-19,Indiana,Indianapolis,0,4,39.76861,-86.15806,May,2019
1387245,4-May-19,California,Stockton,1,4,37.97556,-121.30083,May,2019
1386575,4-May-19,Delaware,Wilmington,0,4,39.74583,-75.54667,May,2019
1386481,3-May-19,Texas,Dallas,1,3,32.77917,-96.80889,May,2019
1386085,3-May-19,Maryland,Baltimore,0,5,39.283,-76.617,May,2019
1385642,3-May-19,Maryland,Baltimore,0,4,39.283,-76.617,May,2019
1384553,1-May-19,Massachusetts,Boston,1,3,42.35806,-71.06361,May,2019
1383752,30-Apr-19,North Carolina,Charlotte,2,4,35.22722,-80.84306,Apr,2019
1381857,28-Apr-19,Tennessee,Nashville,0,7,36.16667,-86.78333,Apr,2019
1382099,28-Apr-19,Alabama,Birmingham,0,4,33.65333,-86.80889,Apr,2019
1381979,28-Apr-19,Maryland,Baltimore,1,7,39.283,-76.617,Apr,2019
1382711,28-Apr-19,Ohio,West Chester,4,0,39.3529,-84.3647,Apr,2019
1381771,27-Apr-19,Mississippi,Jackson,1,3,32.29889,-90.18472,Apr,2019
1381273,27-Apr-19,California,Poway,1,3,32.97,-117.03861,Apr,2019
1381734,27-Apr-19,California,Los Angeles,0,6,34.05,-118.25,Apr,2019
1377519,21-Apr-19,Pennsylvania,Philadelphia,0,4,39.95278,-75.16361,Apr,2019
1376873,20-Apr-19,Tennessee,Memphis,0,5,35.1175,-89.97111,Apr,2019
1376626,20-Apr-19,Texas,Corpus Christi,0,4,27.74278,-97.40194,Apr,2019
1376883,19-Apr-19,Kansas,Wichita,0,4,37.68889,-97.33611,Apr,2019
1375235,18-Apr-19,Kentucky,Louisville,0,4,38.22533,-85.7417,Apr,2019
1373557,16-Apr-19,Maryland,Germantown,1,3,39.18333,-77.26667,Apr,2019
1371065,14-Apr-19,California,Stockton,0,4,37.97556,-121.30083,Apr,2019
1370795,14-Apr-19,Florida,Miami,2,2,25.77528,-80.20889,Apr,2019
1371024,14-Apr-19,California,Vallejo,1,3,38.11306,-122.23583,Apr,2019
1374920,13-Apr-19,California,Moreno Valley,0,4,33.94306,-117.22833,Apr,2019
1370269,12-Apr-19,Illinois,Carbondale,0,4,37.726,-89.22,Apr,2019
1368597,11-Apr-19,Maryland,Baltimore,1,3,39.283,-76.617,Apr,2019
1369109,11-Apr-19,California,Los Angeles,1,4,34.05,-118.25,Apr,2019
1369148,11-Apr-19,Arizona,Phoenix,3,2,33.45,-112.067,Apr,2019
1367011,9-Apr-19,Missouri,Kansas City,1,3,39.09972,-94.57833,Apr,2019
1365077,7-Apr-19,Indiana,Indianapolis,2,2,39.76861,-86.15806,Apr,2019
1365052,7-Apr-19,North Carolina,Winston Salem (Winston-salem),0,7,36.1027639,-80.2604917,Apr,2019
1365173,7-Apr-19,Delaware,Wilmington,0,6,39.74583,-75.54667,Apr,2019
1365100,7-Apr-19,Louisiana,Shreveport,0,4,32.51472,-93.74722,Apr,2019
1364443,6-Apr-19,Florida,Tallahassee,0,4,30.455,-84.25333,Apr,2019
1364540,6-Apr-19,Illinois,Chicago,0,6,41.88194,-87.62778,Apr,2019
1363737,4-Apr-19,Florida,Panama City,1,3,30.17444,-85.66444,Apr,2019
1362715,4-Apr-19,Georgia,Stockbridge,3,2,33.53417,-84.23111,Apr,2019
1362364,2-Apr-19,Mississippi,Hermanville,0,4,31.95944,-90.84,Apr,2019
1362182,2-Apr-19,Kentucky,Covington,0,5,39.08361,-84.50861,Apr,2019
1359455,31-Mar-19,Illinois,Chicago,1,4,41.88194,-87.62778,Mar,2019
1360333,31-Mar-19,Georgia,Atlanta,1,4,33.755,-84.39,Mar,2019
1359599,31-Mar-19,South Carolina,North Charleston,0,7,32.88528,-80.01694,Mar,2019
1357591,28-Mar-19,Maryland,Baltimore,0,4,39.283,-76.617,Mar,2019
1355275,25-Mar-19,Nevada,North Las Vegas,0,5,36.22861,-115.14667,Mar,2019
1353714,24-Mar-19,California,San Francisco,1,5,37.7749,-122.4194,Mar,2019
1354049,24-Mar-19,Arizona,Phoenix,0,7,33.45,-112.067,Mar,2019
1350494,19-Mar-19,Arizona,Phoenix,2,4,33.45,-112.067,Mar,2019
1348844,17-Mar-19,Georgia,Augusta,0,4,33.467,-81.967,Mar,2019
1349256,17-Mar-19,Georgia,Rochelle,1,3,31.94889,-83.45389,Mar,2019
1348793,17-Mar-19,Nevada,Las Vegas,0,4,36.175,-115.13639,Mar,2019
1347974,16-Mar-19,New Jersey,Camden,1,3,39.94,-75.105,Mar,2019
1348291,15-Mar-19,Alabama,Mobile,2,4,30.69444,-88.04306,Mar,2019
1347894,14-Mar-19,Montana,Missoula,1,3,46.8625,-114.01167,Mar,2019
1344488,11-Mar-19,New Jersey,Paterson,0,4,40.914746,-74.162826,Mar,2019
1343330,10-Mar-19,Louisiana,Shreveport,0,4,32.51472,-93.74722,Mar,2019
1343274,10-Mar-19,Colorado,Denver,1,4,39.7392,-104.9903,Mar,2019
1338860,3-Mar-19,California,Oakland,0,4,37.80444,-122.27083,Mar,2019
1338765,3-Mar-19,Illinois,Chicago,0,6,41.88194,-87.62778,Mar,2019
1338790,2-Mar-19,Arkansas,Pine Bluff,1,4,34.211583,-92.017778,Mar,2019
1337498,28-Feb-19,California,Oakland,1,3,37.80444,-122.27083,Feb,2019
1333480,22-Feb-19,Alabama,Birmingham,2,2,33.65333,-86.80889,Feb,2019
1331974,21-Feb-19,Maryland,Baltimore,1,4,39.283,-76.617,Feb,2019
1332507,21-Feb-19,Kentucky,Elizabethtown,2,2,37.7,-85.867,Feb,2019
1332429,21-Feb-19,Texas,Houston,2,2,29.76278,-95.38306,Feb,2019
1332181,20-Feb-19,Tennessee,Covington,0,4,35.56417,-89.64639,Feb,2019
1329144,17-Feb-19,Texas,Henderson,2,2,32.15389,-94.80278,Feb,2019
1328792,17-Feb-19,Indiana,Evansville,0,5,37.97722,-87.55056,Feb,2019
1329075,17-Feb-19,Louisiana,New Orleans,1,5,29.95,-90.08,Feb,2019
1328562,16-Feb-19,Mississippi,Clinton,5,0,32.34167,-90.32167,Feb,2019
1327321,15-Feb-19,Illinois,Aurora,6,6,41.76389,-88.29,Feb,2019
1324279,11-Feb-19,Texas,Livingston,5,0,30.70944,-94.93444,Feb,2019
1323448,9-Feb-19,Virginia,Petersburg,0,4,37.2279,-77.4019,Feb,2019
1321021,6-Feb-19,New York,Brooklyn,1,3,40.62472,-73.95222,Feb,2019
1321093,5-Feb-19,Texas,San Antonio,2,2,29.425,-98.49389,Feb,2019
1319333,4-Feb-19,District of Columbia,Washington,0,5,38.9072,-77.0369,Feb,2019
1319325,4-Feb-19,Louisiana,Baton Rouge,0,4,30.449493,-91.093399,Feb,2019
1318391,3-Feb-19,Illinois,Chicago,2,5,41.88194,-87.62778,Feb,2019
1320286,3-Feb-19,California,Palm Springs,4,0,33.83028,-116.54528,Feb,2019
1318187,1-Feb-19,California,San Diego,0,4,32.715,-117.1625,Feb,2019
1314289,28-Jan-19,Texas,Houston,2,5,29.76278,-95.38306,Jan,2019
1314253,27-Jan-19,Alabama,Birmingham,0,5,33.65333,-86.80889,Jan,2019
1312391,26-Jan-19,Georgia,Albany,0,4,31.58222,-84.16556,Jan,2019
1312284,26-Jan-19,Louisiana,Gonzales,5,0,30.22722,-90.91972,Jan,2019
1312463,26-Jan-19,Indiana,Indianapolis,0,5,39.76861,-86.15806,Jan,2019
1313291,26-Jan-19,New Jersey,Newark,1,3,40.72,-74.17,Jan,2019
1310775,24-Jan-19,Pennsylvania,State College,4,1,40.79139,-77.85861,Jan,2019
1310397,24-Jan-19,Georgia,Rockmart,4,1,34.00389,-85.04917,Jan,2019
1309114,23-Jan-19,Florida,Sebring,5,0,27.49556,-81.44444,Jan,2019
1306920,20-Jan-19,Florida,Miami,0,4,25.77528,-80.20889,Jan,2019
1305563,19-Jan-19,Pennsylvania,Lebanon,0,4,40.34167,-76.42083,Jan,2019
1305679,19-Jan-19,South Carolina,Gaffney,1,4,35.07194,-81.65306,Jan,2019
1305516,19-Jan-19,Illinois,Chicago,0,4,41.88194,-87.62778,Jan,2019
1305538,19-Jan-19,Florida,Jacksonville,3,2,30.33694,-81.66139,Jan,2019
1305294,19-Jan-19,Texas,Houston,3,2,29.76278,-95.38306,Jan,2019
1303486,17-Jan-19,Kentucky,Owensboro,3,1,37.75778,-87.11833,Jan,2019
1302060,16-Jan-19,Florida,Jacksonville,1,5,30.33694,-81.66139,Jan,2019
1303303,16-Jan-19,California,Palmdale,3,1,34.58111,-118.10056,Jan,2019
1301778,15-Jan-19,Arkansas,Little Rock,1,4,34.73611,-92.33111,Jan,2019
1299680,13-Jan-19,Arizona,Phoenix,1,5,33.45,-112.067,Jan,2019
1295294,6-Jan-19,New Mexico,Roswell,0,4,33.38722,-104.52806,Jan,2019
1292684,4-Jan-19,Virginia,Hurt,3,2,37.095,-79.29833,Jan,2019
1293054,4-Jan-19,California,Torrance,3,4,33.83472,-118.34139,Jan,2019
1292941,3-Jan-19,Arizona,Yuma,1,3,32.69222,-114.61528,Jan,2019
1291779,2-Jan-19,Arkansas,Jonesboro,1,3,35.82806,-90.69417,Jan,2019
1289877,1-Jan-19,South Carolina,Columbia,0,5,34.00056,-81.03472,Jan,2019
